,path,file_name,file_size_Mb,last_access,last_modified,created_on
20190305_HER3_KD_Blot2_1mininterval_3.tif,E:\mk_lab_data\Pooja_Data\Western Blot\20190305_shC_shY_5SA_SS with HER2_P1\20190305_HER3_KD_Blot2,20190305_HER3_KD_Blot2_1mininterval_3.tif,3146.53,05 Mar 2019,21 Sep 2020,21 Sep 2020
20190305_HER3_KD_Blot2_1mininterval_4.tif,E:\mk_lab_data\Pooja_Data\Western Blot\20190305_shC_shY_5SA_SS with HER2_P1\20190305_HER3_KD_Blot2,20190305_HER3_KD_Blot2_1mininterval_4.tif,3146.53,05 Mar 2019,21 Sep 2020,21 Sep 2020
20190305_HER3_KD_Blot2_1mininterval_5.tif,E:\mk_lab_data\Pooja_Data\Western Blot\20190305_shC_shY_5SA_SS with HER2_P1\20190305_HER3_KD_Blot2,20190305_HER3_KD_Blot2_1mininterval_5.tif,3146.53,05 Mar 2019,21 Sep 2020,21 Sep 2020
20190305_HER3_KD_Blot2_1mininterval_6.tif,E:\mk_lab_data\Pooja_Data\Western Blot\20190305_shC_shY_5SA_SS with HER2_P1\20190305_HER3_KD_Blot2,20190305_HER3_KD_Blot2_1mininterval_6.tif,3146.53,05 Mar 2019,21 Sep 2020,21 Sep 2020
20190305_HER3_KD_Blot2_1mininterval_7.tif,E:\mk_lab_data\Pooja_Data\Western Blot\20190305_shC_shY_5SA_SS with HER2_P1\20190305_HER3_KD_Blot2,20190305_HER3_KD_Blot2_1mininterval_7.tif,3146.53,05 Mar 2019,21 Sep 2020,21 Sep 2020
20190305_HER3_KD_Blot2_1mininterval_8.tif,E:\mk_lab_data\Pooja_Data\Western Blot\20190305_shC_shY_5SA_SS with HER2_P1\20190305_HER3_KD_Blot2,20190305_HER3_KD_Blot2_1mininterval_8.tif,3146.53,05 Mar 2019,21 Sep 2020,21 Sep 2020
20190305_HER3_KD_Blot2_1mininterval_9.tif,E:\mk_lab_data\Pooja_Data\Western Blot\20190305_shC_shY_5SA_SS with HER2_P1\20190305_HER3_KD_Blot2,20190305_HER3_KD_Blot2_1mininterval_9.tif,3146.53,05 Mar 2019,21 Sep 2020,21 Sep 2020
20190305_HER3_OE_Blot1_1_1minuteinterval_1.tif,E:\mk_lab_data\Pooja_Data\Western Blot\20190305_shC_shY_5SA_SS with HER2_P1\20190305_HER3_OE_Blot1,20190305_HER3_OE_Blot1_1_1minuteinterval_1.tif,3146.535,05 Mar 2019,21 Sep 2020,21 Sep 2020
20190305_HER3_OE_Blot1_10sec interval_16_1_100sec_Laddertif.alz,E:\mk_lab_data\Pooja_Data\Western Blot\20190305_shC_shY_5SA_SS with HER2_P1\20190305_HER3_OE_Blot1,20190305_HER3_OE_Blot1_10sec interval_16_1_100sec_Laddertif.alz,1.9,05 Mar 2019,21 Sep 2020,21 Sep 2020
20190305_HER3_OE_Blot1_10sec interval_16_1_100sec_Laddertif.img,E:\mk_lab_data\Pooja_Data\Western Blot\20190305_shC_shY_5SA_SS with HER2_P1\20190305_HER3_OE_Blot1,20190305_HER3_OE_Blot1_10sec interval_16_1_100sec_Laddertif.img,3145.728,05 Mar 2019,21 Sep 2020,21 Sep 2020
20190305_HER3_OE_Blot1_10sec interval_16_1_100sec_Laddertif.inf,E:\mk_lab_data\Pooja_Data\Western Blot\20190305_shC_shY_5SA_SS with HER2_P1\20190305_HER3_OE_Blot1,20190305_HER3_OE_Blot1_10sec interval_16_1_100sec_Laddertif.inf,0.228,05 Mar 2019,21 Sep 2020,21 Sep 2020
20190305_HER3_OE_Blot1_1_100sec_Ladder.tif,E:\mk_lab_data\Pooja_Data\Western Blot\20190305_shC_shY_5SA_SS with HER2_P1\20190305_HER3_OE_Blot1,20190305_HER3_OE_Blot1_1_100sec_Ladder.tif,3146.569,05 Mar 2019,21 Sep 2020,21 Sep 2020
20190305_HER3_OE_Blot1_1_100sec_Laddertif.alz,E:\mk_lab_data\Pooja_Data\Western Blot\20190305_shC_shY_5SA_SS with HER2_P1\20190305_HER3_OE_Blot1,20190305_HER3_OE_Blot1_1_100sec_Laddertif.alz,0.062,05 Mar 2019,21 Sep 2020,21 Sep 2020
20190305_HER3_OE_Blot1_1_100sec_Laddertif.img,E:\mk_lab_data\Pooja_Data\Western Blot\20190305_shC_shY_5SA_SS with HER2_P1\20190305_HER3_OE_Blot1,20190305_HER3_OE_Blot1_1_100sec_Laddertif.img,3145.728,05 Mar 2019,21 Sep 2020,21 Sep 2020
20190305_HER3_OE_Blot1_1_100sec_Laddertif.inf,E:\mk_lab_data\Pooja_Data\Western Blot\20190305_shC_shY_5SA_SS with HER2_P1\20190305_HER3_OE_Blot1,20190305_HER3_OE_Blot1_1_100sec_Laddertif.inf,0.2,05 Mar 2019,21 Sep 2020,21 Sep 2020
20190305_HER3_OE_Blot1_1_10secinterval_1.tif,E:\mk_lab_data\Pooja_Data\Western Blot\20190305_shC_shY_5SA_SS with HER2_P1\20190305_HER3_OE_Blot1,20190305_HER3_OE_Blot1_1_10secinterval_1.tif,3146.534,05 Mar 2019,21 Sep 2020,21 Sep 2020
20190305_HER3_OE_Blot1_1_10secinterval_10.tif,E:\mk_lab_data\Pooja_Data\Western Blot\20190305_shC_shY_5SA_SS with HER2_P1\20190305_HER3_OE_Blot1,20190305_HER3_OE_Blot1_1_10secinterval_10.tif,3146.536,05 Mar 2019,21 Sep 2020,21 Sep 2020
20190305_HER3_OE_Blot1_1_10secinterval_11.tif,E:\mk_lab_data\Pooja_Data\Western Blot\20190305_shC_shY_5SA_SS with HER2_P1\20190305_HER3_OE_Blot1,20190305_HER3_OE_Blot1_1_10secinterval_11.tif,3146.536,05 Mar 2019,21 Sep 2020,21 Sep 2020
20190305_HER3_OE_Blot1_1_10secinterval_12.tif,E:\mk_lab_data\Pooja_Data\Western Blot\20190305_shC_shY_5SA_SS with HER2_P1\20190305_HER3_OE_Blot1,20190305_HER3_OE_Blot1_1_10secinterval_12.tif,3146.536,05 Mar 2019,21 Sep 2020,21 Sep 2020
20190305_HER3_OE_Blot1_1_10secinterval_13.tif,E:\mk_lab_data\Pooja_Data\Western Blot\20190305_shC_shY_5SA_SS with HER2_P1\20190305_HER3_OE_Blot1,20190305_HER3_OE_Blot1_1_10secinterval_13.tif,3146.536,05 Mar 2019,21 Sep 2020,21 Sep 2020
20190305_HER3_OE_Blot1_1_10secinterval_14.tif,E:\mk_lab_data\Pooja_Data\Western Blot\20190305_shC_shY_5SA_SS with HER2_P1\20190305_HER3_OE_Blot1,20190305_HER3_OE_Blot1_1_10secinterval_14.tif,3146.536,05 Mar 2019,21 Sep 2020,21 Sep 2020
20190305_HER3_OE_Blot1_1_10secinterval_15.tif,E:\mk_lab_data\Pooja_Data\Western Blot\20190305_shC_shY_5SA_SS with HER2_P1\20190305_HER3_OE_Blot1,20190305_HER3_OE_Blot1_1_10secinterval_15.tif,3146.536,05 Mar 2019,21 Sep 2020,21 Sep 2020
20190305_HER3_OE_Blot1_1_10secinterval_16.tif,E:\mk_lab_data\Pooja_Data\Western Blot\20190305_shC_shY_5SA_SS with HER2_P1\20190305_HER3_OE_Blot1,20190305_HER3_OE_Blot1_1_10secinterval_16.tif,3146.536,05 Mar 2019,21 Sep 2020,21 Sep 2020
20190305_HER3_OE_Blot1_1_10secinterval_16tif.alz,E:\mk_lab_data\Pooja_Data\Western Blot\20190305_shC_shY_5SA_SS with HER2_P1\20190305_HER3_OE_Blot1,20190305_HER3_OE_Blot1_1_10secinterval_16tif.alz,0.062,05 Mar 2019,21 Sep 2020,21 Sep 2020
20190305_HER3_OE_Blot1_1_10secinterval_16tif.img,E:\mk_lab_data\Pooja_Data\Western Blot\20190305_shC_shY_5SA_SS with HER2_P1\20190305_HER3_OE_Blot1,20190305_HER3_OE_Blot1_1_10secinterval_16tif.img,3145.728,05 Mar 2019,21 Sep 2020,21 Sep 2020
20190305_HER3_OE_Blot1_1_10secinterval_16tif.inf,E:\mk_lab_data\Pooja_Data\Western Blot\20190305_shC_shY_5SA_SS with HER2_P1\20190305_HER3_OE_Blot1,20190305_HER3_OE_Blot1_1_10secinterval_16tif.inf,0.203,05 Mar 2019,21 Sep 2020,21 Sep 2020
20190305_HER3_OE_Blot1_1_10secinterval_2.tif,E:\mk_lab_data\Pooja_Data\Western Blot\20190305_shC_shY_5SA_SS with HER2_P1\20190305_HER3_OE_Blot1,20190305_HER3_OE_Blot1_1_10secinterval_2.tif,3146.534,05 Mar 2019,21 Sep 2020,21 Sep 2020
20190305_HER3_OE_Blot1_1_10secinterval_3.tif,E:\mk_lab_data\Pooja_Data\Western Blot\20190305_shC_shY_5SA_SS with HER2_P1\20190305_HER3_OE_Blot1,20190305_HER3_OE_Blot1_1_10secinterval_3.tif,3146.534,05 Mar 2019,21 Sep 2020,21 Sep 2020
20190305_HER3_OE_Blot1_1_10secinterval_4.tif,E:\mk_lab_data\Pooja_Data\Western Blot\20190305_shC_shY_5SA_SS with HER2_P1\20190305_HER3_OE_Blot1,20190305_HER3_OE_Blot1_1_10secinterval_4.tif,3146.534,05 Mar 2019,21 Sep 2020,21 Sep 2020
20190305_HER3_OE_Blot1_1_10secinterval_5.tif,E:\mk_lab_data\Pooja_Data\Western Blot\20190305_shC_shY_5SA_SS with HER2_P1\20190305_HER3_OE_Blot1,20190305_HER3_OE_Blot1_1_10secinterval_5.tif,3146.534,05 Mar 2019,21 Sep 2020,21 Sep 2020
20190305_HER3_OE_Blot1_1_10secinterval_6.tif,E:\mk_lab_data\Pooja_Data\Western Blot\20190305_shC_shY_5SA_SS with HER2_P1\20190305_HER3_OE_Blot1,20190305_HER3_OE_Blot1_1_10secinterval_6.tif,3146.534,05 Mar 2019,21 Sep 2020,21 Sep 2020
20190305_HER3_OE_Blot1_1_10secinterval_7.tif,E:\mk_lab_data\Pooja_Data\Western Blot\20190305_shC_shY_5SA_SS with HER2_P1\20190305_HER3_OE_Blot1,20190305_HER3_OE_Blot1_1_10secinterval_7.tif,3146.534,05 Mar 2019,21 Sep 2020,21 Sep 2020
20190305_HER3_OE_Blot1_1_10secinterval_8.tif,E:\mk_lab_data\Pooja_Data\Western Blot\20190305_shC_shY_5SA_SS with HER2_P1\20190305_HER3_OE_Blot1,20190305_HER3_OE_Blot1_1_10secinterval_8.tif,3146.534,05 Mar 2019,21 Sep 2020,21 Sep 2020
20190305_HER3_OE_Blot1_1_10secinterval_9.tif,E:\mk_lab_data\Pooja_Data\Western Blot\20190305_shC_shY_5SA_SS with HER2_P1\20190305_HER3_OE_Blot1,20190305_HER3_OE_Blot1_1_10secinterval_9.tif,3146.534,05 Mar 2019,21 Sep 2020,21 Sep 2020
20190305_HER3_OE_Blot1_1_1minuteinterval_10.tif,E:\mk_lab_data\Pooja_Data\Western Blot\20190305_shC_shY_5SA_SS with HER2_P1\20190305_HER3_OE_Blot1,20190305_HER3_OE_Blot1_1_1minuteinterval_10.tif,3146.537,05 Mar 2019,21 Sep 2020,21 Sep 2020
20190305_HER3_OE_Blot1_1_1minuteinterval_11.tif,E:\mk_lab_data\Pooja_Data\Western Blot\20190305_shC_shY_5SA_SS with HER2_P1\20190305_HER3_OE_Blot1,20190305_HER3_OE_Blot1_1_1minuteinterval_11.tif,3146.537,05 Mar 2019,21 Sep 2020,21 Sep 2020
20190305_HER3_OE_Blot1_1_1minuteinterval_12.tif,E:\mk_lab_data\Pooja_Data\Western Blot\20190305_shC_shY_5SA_SS with HER2_P1\20190305_HER3_OE_Blot1,20190305_HER3_OE_Blot1_1_1minuteinterval_12.tif,3146.537,05 Mar 2019,21 Sep 2020,21 Sep 2020
20190305_HER3_OE_Blot1_1_1minuteinterval_13.tif,E:\mk_lab_data\Pooja_Data\Western Blot\20190305_shC_shY_5SA_SS with HER2_P1\20190305_HER3_OE_Blot1,20190305_HER3_OE_Blot1_1_1minuteinterval_13.tif,3146.537,05 Mar 2019,21 Sep 2020,21 Sep 2020
20190305_HER3_OE_Blot1_1_1minuteinterval_14.tif,E:\mk_lab_data\Pooja_Data\Western Blot\20190305_shC_shY_5SA_SS with HER2_P1\20190305_HER3_OE_Blot1,20190305_HER3_OE_Blot1_1_1minuteinterval_14.tif,3146.537,05 Mar 2019,21 Sep 2020,21 Sep 2020
20190305_HER3_OE_Blot1_1_1minuteinterval_2.tif,E:\mk_lab_data\Pooja_Data\Western Blot\20190305_shC_shY_5SA_SS with HER2_P1\20190305_HER3_OE_Blot1,20190305_HER3_OE_Blot1_1_1minuteinterval_2.tif,3146.535,05 Mar 2019,21 Sep 2020,21 Sep 2020
20190305_HER3_OE_Blot1_1_1minuteinterval_3.tif,E:\mk_lab_data\Pooja_Data\Western Blot\20190305_shC_shY_5SA_SS with HER2_P1\20190305_HER3_OE_Blot1,20190305_HER3_OE_Blot1_1_1minuteinterval_3.tif,3146.535,05 Mar 2019,21 Sep 2020,21 Sep 2020
20190305_HER3_OE_Blot1_1_1minuteinterval_4.tif,E:\mk_lab_data\Pooja_Data\Western Blot\20190305_shC_shY_5SA_SS with HER2_P1\20190305_HER3_OE_Blot1,20190305_HER3_OE_Blot1_1_1minuteinterval_4.tif,3146.535,05 Mar 2019,21 Sep 2020,21 Sep 2020
20190305_HER3_OE_Blot1_1_1minuteinterval_5.tif,E:\mk_lab_data\Pooja_Data\Western Blot\20190305_shC_shY_5SA_SS with HER2_P1\20190305_HER3_OE_Blot1,20190305_HER3_OE_Blot1_1_1minuteinterval_5.tif,3146.535,05 Mar 2019,21 Sep 2020,21 Sep 2020
20190305_HER3_OE_Blot1_1_1minuteinterval_6.tif,E:\mk_lab_data\Pooja_Data\Western Blot\20190305_shC_shY_5SA_SS with HER2_P1\20190305_HER3_OE_Blot1,20190305_HER3_OE_Blot1_1_1minuteinterval_6.tif,3146.535,05 Mar 2019,21 Sep 2020,21 Sep 2020
20190305_HER3_OE_Blot1_1_1minuteinterval_7.tif,E:\mk_lab_data\Pooja_Data\Western Blot\20190305_shC_shY_5SA_SS with HER2_P1\20190305_HER3_OE_Blot1,20190305_HER3_OE_Blot1_1_1minuteinterval_7.tif,3146.535,05 Mar 2019,21 Sep 2020,21 Sep 2020
20190305_HER3_OE_Blot1_1_1minuteinterval_8.tif,E:\mk_lab_data\Pooja_Data\Western Blot\20190305_shC_shY_5SA_SS with HER2_P1\20190305_HER3_OE_Blot1,20190305_HER3_OE_Blot1_1_1minuteinterval_8.tif,3146.535,05 Mar 2019,21 Sep 2020,21 Sep 2020
20190305_HER3_OE_Blot1_1_1minuteinterval_9.tif,E:\mk_lab_data\Pooja_Data\Western Blot\20190305_shC_shY_5SA_SS with HER2_P1\20190305_HER3_OE_Blot1,20190305_HER3_OE_Blot1_1_1minuteinterval_9.tif,3146.535,05 Mar 2019,21 Sep 2020,21 Sep 2020
20190305_HER3_OE_Blot1_1_60sec_Ladder.tif,E:\mk_lab_data\Pooja_Data\Western Blot\20190305_shC_shY_5SA_SS with HER2_P1\20190305_HER3_OE_Blot1,20190305_HER3_OE_Blot1_1_60sec_Ladder.tif,3146.568,05 Mar 2019,21 Sep 2020,21 Sep 2020
20190305_HER3_OE_Blot1_1_60sec_Laddertif.alz,E:\mk_lab_data\Pooja_Data\Western Blot\20190305_shC_shY_5SA_SS with HER2_P1\20190305_HER3_OE_Blot1,20190305_HER3_OE_Blot1_1_60sec_Laddertif.alz,0.062,05 Mar 2019,21 Sep 2020,21 Sep 2020
20190305_HER3_OE_Blot1_1_60sec_Laddertif.img,E:\mk_lab_data\Pooja_Data\Western Blot\20190305_shC_shY_5SA_SS with HER2_P1\20190305_HER3_OE_Blot1,20190305_HER3_OE_Blot1_1_60sec_Laddertif.img,3145.728,05 Mar 2019,21 Sep 2020,21 Sep 2020
20190305_HER3_OE_Blot1_1_60sec_Laddertif.inf,E:\mk_lab_data\Pooja_Data\Western Blot\20190305_shC_shY_5SA_SS with HER2_P1\20190305_HER3_OE_Blot1,20190305_HER3_OE_Blot1_1_60sec_Laddertif.inf,0.199,05 Mar 2019,21 Sep 2020,21 Sep 2020
20190305_YAP_Blot3_1-100sec_Ladder.tif,E:\mk_lab_data\Pooja_Data\Western Blot\20190305_shC_shY_5SA_SS with HER2_P1\20190305_YAP_Blot3,20190305_YAP_Blot3_1-100sec_Ladder.tif,3146.561,05 Mar 2019,21 Sep 2020,21 Sep 2020
20190305_YAP_Blot3_1-1mininterval_1.tif,E:\mk_lab_data\Pooja_Data\Western Blot\20190305_shC_shY_5SA_SS with HER2_P1\20190305_YAP_Blot3,20190305_YAP_Blot3_1-1mininterval_1.tif,3146.524,05 Mar 2019,21 Sep 2020,21 Sep 2020
20190305_YAP_Blot3_1-1mininterval_10.tif,E:\mk_lab_data\Pooja_Data\Western Blot\20190305_shC_shY_5SA_SS with HER2_P1\20190305_YAP_Blot3,20190305_YAP_Blot3_1-1mininterval_10.tif,3146.526,05 Mar 2019,21 Sep 2020,21 Sep 2020
20190305_YAP_Blot3_1-1mininterval_11.tif,E:\mk_lab_data\Pooja_Data\Western Blot\20190305_shC_shY_5SA_SS with HER2_P1\20190305_YAP_Blot3,20190305_YAP_Blot3_1-1mininterval_11.tif,3146.526,05 Mar 2019,21 Sep 2020,21 Sep 2020
20190305_YAP_Blot3_1-1mininterval_12.tif,E:\mk_lab_data\Pooja_Data\Western Blot\20190305_shC_shY_5SA_SS with HER2_P1\20190305_YAP_Blot3,20190305_YAP_Blot3_1-1mininterval_12.tif,3146.526,05 Mar 2019,21 Sep 2020,21 Sep 2020
20190305_YAP_Blot3_1-1mininterval_13.tif,E:\mk_lab_data\Pooja_Data\Western Blot\20190305_shC_shY_5SA_SS with HER2_P1\20190305_YAP_Blot3,20190305_YAP_Blot3_1-1mininterval_13.tif,3146.526,05 Mar 2019,21 Sep 2020,21 Sep 2020
20190305_YAP_Blot3_1-1mininterval_14.tif,E:\mk_lab_data\Pooja_Data\Western Blot\20190305_shC_shY_5SA_SS with HER2_P1\20190305_YAP_Blot3,20190305_YAP_Blot3_1-1mininterval_14.tif,3146.526,05 Mar 2019,21 Sep 2020,21 Sep 2020
20190305_YAP_Blot3_1-1mininterval_15.tif,E:\mk_lab_data\Pooja_Data\Western Blot\20190305_shC_shY_5SA_SS with HER2_P1\20190305_YAP_Blot3,20190305_YAP_Blot3_1-1mininterval_15.tif,3146.526,05 Mar 2019,21 Sep 2020,21 Sep 2020
20190305_YAP_Blot3_1-1mininterval_16.tif,E:\mk_lab_data\Pooja_Data\Western Blot\20190305_shC_shY_5SA_SS with HER2_P1\20190305_YAP_Blot3,20190305_YAP_Blot3_1-1mininterval_16.tif,3146.526,05 Mar 2019,21 Sep 2020,21 Sep 2020
20190305_YAP_Blot3_1-1mininterval_16tif.alz,E:\mk_lab_data\Pooja_Data\Western Blot\20190305_shC_shY_5SA_SS with HER2_P1\20190305_YAP_Blot3,20190305_YAP_Blot3_1-1mininterval_16tif.alz,0.062,05 Mar 2019,21 Sep 2020,21 Sep 2020
20190305_YAP_Blot3_1-1mininterval_16tif.img,E:\mk_lab_data\Pooja_Data\Western Blot\20190305_shC_shY_5SA_SS with HER2_P1\20190305_YAP_Blot3,20190305_YAP_Blot3_1-1mininterval_16tif.img,3145.728,05 Mar 2019,21 Sep 2020,21 Sep 2020
20190305_YAP_Blot3_1-1mininterval_16tif.inf,E:\mk_lab_data\Pooja_Data\Western Blot\20190305_shC_shY_5SA_SS with HER2_P1\20190305_YAP_Blot3,20190305_YAP_Blot3_1-1mininterval_16tif.inf,0.194,05 Mar 2019,21 Sep 2020,21 Sep 2020
20190305_YAP_Blot3_1-1mininterval_2.tif,E:\mk_lab_data\Pooja_Data\Western Blot\20190305_shC_shY_5SA_SS with HER2_P1\20190305_YAP_Blot3,20190305_YAP_Blot3_1-1mininterval_2.tif,3146.524,05 Mar 2019,21 Sep 2020,21 Sep 2020
20190305_YAP_Blot3_1-1mininterval_3.tif,E:\mk_lab_data\Pooja_Data\Western Blot\20190305_shC_shY_5SA_SS with HER2_P1\20190305_YAP_Blot3,20190305_YAP_Blot3_1-1mininterval_3.tif,3146.524,05 Mar 2019,21 Sep 2020,21 Sep 2020
20190305_YAP_Blot3_1-1mininterval_4.tif,E:\mk_lab_data\Pooja_Data\Western Blot\20190305_shC_shY_5SA_SS with HER2_P1\20190305_YAP_Blot3,20190305_YAP_Blot3_1-1mininterval_4.tif,3146.524,05 Mar 2019,21 Sep 2020,21 Sep 2020
20190305_YAP_Blot3_1-1mininterval_5.tif,E:\mk_lab_data\Pooja_Data\Western Blot\20190305_shC_shY_5SA_SS with HER2_P1\20190305_YAP_Blot3,20190305_YAP_Blot3_1-1mininterval_5.tif,3146.524,05 Mar 2019,21 Sep 2020,21 Sep 2020
20190305_YAP_Blot3_1-1mininterval_6.tif,E:\mk_lab_data\Pooja_Data\Western Blot\20190305_shC_shY_5SA_SS with HER2_P1\20190305_YAP_Blot3,20190305_YAP_Blot3_1-1mininterval_6.tif,3146.524,05 Mar 2019,21 Sep 2020,21 Sep 2020
20190305_YAP_Blot3_1-1mininterval_7.tif,E:\mk_lab_data\Pooja_Data\Western Blot\20190305_shC_shY_5SA_SS with HER2_P1\20190305_YAP_Blot3,20190305_YAP_Blot3_1-1mininterval_7.tif,3146.524,05 Mar 2019,21 Sep 2020,21 Sep 2020
20190305_YAP_Blot3_1-1mininterval_8.tif,E:\mk_lab_data\Pooja_Data\Western Blot\20190305_shC_shY_5SA_SS with HER2_P1\20190305_YAP_Blot3,20190305_YAP_Blot3_1-1mininterval_8.tif,3146.524,05 Mar 2019,21 Sep 2020,21 Sep 2020
20190305_YAP_Blot3_1-1mininterval_9.tif,E:\mk_lab_data\Pooja_Data\Western Blot\20190305_shC_shY_5SA_SS with HER2_P1\20190305_YAP_Blot3,20190305_YAP_Blot3_1-1mininterval_9.tif,3146.524,05 Mar 2019,21 Sep 2020,21 Sep 2020
20190305_YAP_Blot3_1-60sec_Ladder.tif,E:\mk_lab_data\Pooja_Data\Western Blot\20190305_shC_shY_5SA_SS with HER2_P1\20190305_YAP_Blot3,20190305_YAP_Blot3_1-60sec_Ladder.tif,3146.56,05 Mar 2019,21 Sep 2020,21 Sep 2020
20190305_YAP_Blot3_1-60sec_Laddertif.alz,E:\mk_lab_data\Pooja_Data\Western Blot\20190305_shC_shY_5SA_SS with HER2_P1\20190305_YAP_Blot3,20190305_YAP_Blot3_1-60sec_Laddertif.alz,0.062,05 Mar 2019,21 Sep 2020,21 Sep 2020
20190305_YAP_Blot3_1-60sec_Laddertif.img,E:\mk_lab_data\Pooja_Data\Western Blot\20190305_shC_shY_5SA_SS with HER2_P1\20190305_YAP_Blot3,20190305_YAP_Blot3_1-60sec_Laddertif.img,3145.728,05 Mar 2019,21 Sep 2020,21 Sep 2020
20190305_YAP_Blot3_1-60sec_Laddertif.inf,E:\mk_lab_data\Pooja_Data\Western Blot\20190305_shC_shY_5SA_SS with HER2_P1\20190305_YAP_Blot3,20190305_YAP_Blot3_1-60sec_Laddertif.inf,0.191,05 Mar 2019,21 Sep 2020,21 Sep 2020
20190305_YAP_Blot3_Merged.alz,E:\mk_lab_data\Pooja_Data\Western Blot\20190305_shC_shY_5SA_SS with HER2_P1\20190305_YAP_Blot3,20190305_YAP_Blot3_Merged.alz,1.9,05 Mar 2019,21 Sep 2020,21 Sep 2020
20190305_YAP_Blot3_Merged.img,E:\mk_lab_data\Pooja_Data\Western Blot\20190305_shC_shY_5SA_SS with HER2_P1\20190305_YAP_Blot3,20190305_YAP_Blot3_Merged.img,3145.728,05 Mar 2019,21 Sep 2020,21 Sep 2020
20190305_YAP_Blot3_Merged.inf,E:\mk_lab_data\Pooja_Data\Western Blot\20190305_shC_shY_5SA_SS with HER2_P1\20190305_YAP_Blot3,20190305_YAP_Blot3_Merged.inf,0.216,05 Mar 2019,21 Sep 2020,21 Sep 2020
20190320_Western Blot for confirmation of SS and DS.pptx,E:\mk_lab_data\Pooja_Data\Western Blot\20190322_shC-shY-Her2shC-HER2shY-AR-GFP-AK-PV,20190320_Western Blot for confirmation of SS and DS.pptx,34059.255,24 Jul 2019,21 Sep 2020,21 Sep 2020
20190322-shC-shY-Her2shC-HER2shY-AR-GFP-AK-PV,E:\mk_lab_data\Pooja_Data\Western Blot\20190322_shC-shY-Her2shC-HER2shY-AR-GFP-AK-PV,20190322-shC-shY-Her2shC-HER2shY-AR-GFP-AK-PV,28.672,21 Sep 2020,26 Sep 2020,21 Sep 2020
20190324-shC-shY-Her2shC-HER2shY-AR-YAP-AK-PV,E:\mk_lab_data\Pooja_Data\Western Blot\20190322_shC-shY-Her2shC-HER2shY-AR-GFP-AK-PV,20190324-shC-shY-Her2shC-HER2shY-AR-YAP-AK-PV,12.288,21 Sep 2020,26 Sep 2020,21 Sep 2020
20190322_GFP_1_MIN INTERVAL_1.tif,E:\mk_lab_data\Pooja_Data\Western Blot\20190322_shC-shY-Her2shC-HER2shY-AR-GFP-AK-PV\20190322-shC-shY-Her2shC-HER2shY-AR-GFP-AK-PV,20190322_GFP_1_MIN INTERVAL_1.tif,3146.496,22 Mar 2019,21 Sep 2020,21 Sep 2020
20190322_GFP_1_MIN INTERVAL_10.tif,E:\mk_lab_data\Pooja_Data\Western Blot\20190322_shC-shY-Her2shC-HER2shY-AR-GFP-AK-PV\20190322-shC-shY-Her2shC-HER2shY-AR-GFP-AK-PV,20190322_GFP_1_MIN INTERVAL_10.tif,3146.498,22 Mar 2019,21 Sep 2020,21 Sep 2020
20190322_GFP_1_MIN INTERVAL_11.tif,E:\mk_lab_data\Pooja_Data\Western Blot\20190322_shC-shY-Her2shC-HER2shY-AR-GFP-AK-PV\20190322-shC-shY-Her2shC-HER2shY-AR-GFP-AK-PV,20190322_GFP_1_MIN INTERVAL_11.tif,3146.498,22 Mar 2019,21 Sep 2020,21 Sep 2020
20190322_GFP_1_MIN INTERVAL_12.tif,E:\mk_lab_data\Pooja_Data\Western Blot\20190322_shC-shY-Her2shC-HER2shY-AR-GFP-AK-PV\20190322-shC-shY-Her2shC-HER2shY-AR-GFP-AK-PV,20190322_GFP_1_MIN INTERVAL_12.tif,3146.498,22 Mar 2019,21 Sep 2020,21 Sep 2020
20190322_GFP_1_MIN INTERVAL_13.tif,E:\mk_lab_data\Pooja_Data\Western Blot\20190322_shC-shY-Her2shC-HER2shY-AR-GFP-AK-PV\20190322-shC-shY-Her2shC-HER2shY-AR-GFP-AK-PV,20190322_GFP_1_MIN INTERVAL_13.tif,3146.498,22 Mar 2019,21 Sep 2020,21 Sep 2020
20190322_GFP_1_MIN INTERVAL_14.tif,E:\mk_lab_data\Pooja_Data\Western Blot\20190322_shC-shY-Her2shC-HER2shY-AR-GFP-AK-PV\20190322-shC-shY-Her2shC-HER2shY-AR-GFP-AK-PV,20190322_GFP_1_MIN INTERVAL_14.tif,3146.498,22 Mar 2019,21 Sep 2020,21 Sep 2020
20190322_GFP_1_MIN INTERVAL_15.tif,E:\mk_lab_data\Pooja_Data\Western Blot\20190322_shC-shY-Her2shC-HER2shY-AR-GFP-AK-PV\20190322-shC-shY-Her2shC-HER2shY-AR-GFP-AK-PV,20190322_GFP_1_MIN INTERVAL_15.tif,3146.498,22 Mar 2019,21 Sep 2020,21 Sep 2020
20190322_GFP_1_MIN INTERVAL_2.tif,E:\mk_lab_data\Pooja_Data\Western Blot\20190322_shC-shY-Her2shC-HER2shY-AR-GFP-AK-PV\20190322-shC-shY-Her2shC-HER2shY-AR-GFP-AK-PV,20190322_GFP_1_MIN INTERVAL_2.tif,3146.496,22 Mar 2019,21 Sep 2020,21 Sep 2020
