,path,file_name,file_size_Mb,last_access,last_modified,created_on
20190501_DAPI_EGFPHER2_shYAP_AM_N2_Day3.png,E:\mk_lab_data\Rutvi_Data\MCF10a_HER2_shControl_shYAP_Rutvi\Cell Proliferation by nuclei count for MCF10a HER2 shC or shY\DAPI_EGFP representative images,20190501_DAPI_EGFPHER2_shYAP_AM_N2_Day3.png,10012.177,28 May 2019,21 Sep 2020,21 Sep 2020
20190501_DAPI_EGFPHER2_shYAP_AM_N2_Day4.png,E:\mk_lab_data\Rutvi_Data\MCF10a_HER2_shControl_shYAP_Rutvi\Cell Proliferation by nuclei count for MCF10a HER2 shC or shY\DAPI_EGFP representative images,20190501_DAPI_EGFPHER2_shYAP_AM_N2_Day4.png,11562.463,28 May 2019,21 Sep 2020,21 Sep 2020
20190501_DAPI_EGFPHER2_shYAP_AM_N2_Day5.png,E:\mk_lab_data\Rutvi_Data\MCF10a_HER2_shControl_shYAP_Rutvi\Cell Proliferation by nuclei count for MCF10a HER2 shC or shY\DAPI_EGFP representative images,20190501_DAPI_EGFPHER2_shYAP_AM_N2_Day5.png,11560.106,28 May 2019,21 Sep 2020,21 Sep 2020
20190501_DAPI_EGFPHER2_shYAP_GM_N2_Day2.png,E:\mk_lab_data\Rutvi_Data\MCF10a_HER2_shControl_shYAP_Rutvi\Cell Proliferation by nuclei count for MCF10a HER2 shC or shY\DAPI_EGFP representative images,20190501_DAPI_EGFPHER2_shYAP_GM_N2_Day2.png,9251.875,28 May 2019,21 Sep 2020,21 Sep 2020
20190501_DAPI_EGFPHER2_shYAP_GM_N2_Day3.png,E:\mk_lab_data\Rutvi_Data\MCF10a_HER2_shControl_shYAP_Rutvi\Cell Proliferation by nuclei count for MCF10a HER2 shC or shY\DAPI_EGFP representative images,20190501_DAPI_EGFPHER2_shYAP_GM_N2_Day3.png,11381.439,28 May 2019,21 Sep 2020,21 Sep 2020
20190501_DAPI_EGFPHER2_shYAP_GM_N2_Day4.png,E:\mk_lab_data\Rutvi_Data\MCF10a_HER2_shControl_shYAP_Rutvi\Cell Proliferation by nuclei count for MCF10a HER2 shC or shY\DAPI_EGFP representative images,20190501_DAPI_EGFPHER2_shYAP_GM_N2_Day4.png,12140.821,28 May 2019,21 Sep 2020,21 Sep 2020
20190501_DAPI_EGFPHER2_shYAP_GM_N2_Day5.png,E:\mk_lab_data\Rutvi_Data\MCF10a_HER2_shControl_shYAP_Rutvi\Cell Proliferation by nuclei count for MCF10a HER2 shC or shY\DAPI_EGFP representative images,20190501_DAPI_EGFPHER2_shYAP_GM_N2_Day5.png,12362.61,28 May 2019,21 Sep 2020,21 Sep 2020
20190315_shYAP with GFP_found during scratch assay,E:\mk_lab_data\Rutvi_Data\MCF10a_HER2_shControl_shYAP_Rutvi\GFP images for MCF10a HER2 shC HER2 shY various passages,20190315_shYAP with GFP_found during scratch assay,4.096,21 Sep 2020,26 Sep 2020,21 Sep 2020
20190318_GFP check_Ayesha,E:\mk_lab_data\Rutvi_Data\MCF10a_HER2_shControl_shYAP_Rutvi\GFP images for MCF10a HER2 shC HER2 shY various passages,20190318_GFP check_Ayesha,4.096,21 Sep 2020,26 Sep 2020,21 Sep 2020
20190404_HER2_shControl_p2.tif,E:\mk_lab_data\Rutvi_Data\MCF10a_HER2_shControl_shYAP_Rutvi\GFP images for MCF10a HER2 shC HER2 shY various passages,20190404_HER2_shControl_p2.tif,3691.484,04 Apr 2019,21 Sep 2020,21 Sep 2020
20190404_HER2_shControl_p2_2.tif,E:\mk_lab_data\Rutvi_Data\MCF10a_HER2_shControl_shYAP_Rutvi\GFP images for MCF10a HER2 shC HER2 shY various passages,20190404_HER2_shControl_p2_2.tif,3691.486,04 Apr 2019,21 Sep 2020,21 Sep 2020
20190404_HER2_shControl_p2_GFP.tif,E:\mk_lab_data\Rutvi_Data\MCF10a_HER2_shControl_shYAP_Rutvi\GFP images for MCF10a HER2 shC HER2 shY various passages,20190404_HER2_shControl_p2_GFP.tif,3691.478,04 Apr 2019,21 Sep 2020,21 Sep 2020
20190404_HER2_shControl_p2_GFP_2.tif,E:\mk_lab_data\Rutvi_Data\MCF10a_HER2_shControl_shYAP_Rutvi\GFP images for MCF10a HER2 shC HER2 shY various passages,20190404_HER2_shControl_p2_GFP_2.tif,3691.48,04 Apr 2019,21 Sep 2020,21 Sep 2020
20190404_HER2_shYAP_p2.tif,E:\mk_lab_data\Rutvi_Data\MCF10a_HER2_shControl_shYAP_Rutvi\GFP images for MCF10a HER2 shC HER2 shY various passages,20190404_HER2_shYAP_p2.tif,3691.486,04 Apr 2019,21 Sep 2020,21 Sep 2020
20190404_HER2_shYAP_p2_2.tif,E:\mk_lab_data\Rutvi_Data\MCF10a_HER2_shControl_shYAP_Rutvi\GFP images for MCF10a HER2 shC HER2 shY various passages,20190404_HER2_shYAP_p2_2.tif,3691.486,04 Apr 2019,21 Sep 2020,21 Sep 2020
20190404_HER2_shYAP_p2_GFP.tif,E:\mk_lab_data\Rutvi_Data\MCF10a_HER2_shControl_shYAP_Rutvi\GFP images for MCF10a HER2 shC HER2 shY various passages,20190404_HER2_shYAP_p2_GFP.tif,3691.48,04 Apr 2019,21 Sep 2020,21 Sep 2020
20190404_HER2_shYAP_p2_GFP_2.tif,E:\mk_lab_data\Rutvi_Data\MCF10a_HER2_shControl_shYAP_Rutvi\GFP images for MCF10a HER2 shC HER2 shY various passages,20190404_HER2_shYAP_p2_GFP_2.tif,3691.48,04 Apr 2019,21 Sep 2020,21 Sep 2020
20190404_shcontrol_her2_gfp_p5 .tif,E:\mk_lab_data\Rutvi_Data\MCF10a_HER2_shControl_shYAP_Rutvi\GFP images for MCF10a HER2 shC HER2 shY various passages,20190404_shcontrol_her2_gfp_p5 .tif,3691.492,04 Apr 2019,21 Sep 2020,21 Sep 2020
20190404_shcontrol_her2_trans_p5 .tif,E:\mk_lab_data\Rutvi_Data\MCF10a_HER2_shControl_shYAP_Rutvi\GFP images for MCF10a HER2 shC HER2 shY various passages,20190404_shcontrol_her2_trans_p5 .tif,3691.496,04 Apr 2019,21 Sep 2020,21 Sep 2020
20190404_shyap_her2_gfp_p5 (2).tif,E:\mk_lab_data\Rutvi_Data\MCF10a_HER2_shControl_shYAP_Rutvi\GFP images for MCF10a HER2 shC HER2 shY various passages,20190404_shyap_her2_gfp_p5 (2).tif,3691.492,04 Apr 2019,21 Sep 2020,21 Sep 2020
20190404_shyap_her2_gfp_p5.tif,E:\mk_lab_data\Rutvi_Data\MCF10a_HER2_shControl_shYAP_Rutvi\GFP images for MCF10a HER2 shC HER2 shY various passages,20190404_shyap_her2_gfp_p5.tif,3691.49,04 Apr 2019,21 Sep 2020,21 Sep 2020
20190404_shyap_her2_trans_p5.tif,E:\mk_lab_data\Rutvi_Data\MCF10a_HER2_shControl_shYAP_Rutvi\GFP images for MCF10a HER2 shC HER2 shY various passages,20190404_shyap_her2_trans_p5.tif,3691.496,04 Apr 2019,21 Sep 2020,21 Sep 2020
20190405_her2_shcontrol_p6_plate1.tif,E:\mk_lab_data\Rutvi_Data\MCF10a_HER2_shControl_shYAP_Rutvi\GFP images for MCF10a HER2 shC HER2 shY various passages,20190405_her2_shcontrol_p6_plate1.tif,3691.484,05 Apr 2019,21 Sep 2020,21 Sep 2020
20190405_her2_shcontrol_p6_plate1_gfp.tif,E:\mk_lab_data\Rutvi_Data\MCF10a_HER2_shControl_shYAP_Rutvi\GFP images for MCF10a HER2 shC HER2 shY various passages,20190405_her2_shcontrol_p6_plate1_gfp.tif,3691.48,05 Apr 2019,21 Sep 2020,21 Sep 2020
20190405_her2_shcontrol_p6_plate2_gfp.tif,E:\mk_lab_data\Rutvi_Data\MCF10a_HER2_shControl_shYAP_Rutvi\GFP images for MCF10a HER2 shC HER2 shY various passages,20190405_her2_shcontrol_p6_plate2_gfp.tif,3691.482,05 Apr 2019,21 Sep 2020,21 Sep 2020
20190405_her2_shcontrol_p6_plate2_trans.tif,E:\mk_lab_data\Rutvi_Data\MCF10a_HER2_shControl_shYAP_Rutvi\GFP images for MCF10a HER2 shC HER2 shY various passages,20190405_her2_shcontrol_p6_plate2_trans.tif,3691.484,05 Apr 2019,21 Sep 2020,21 Sep 2020
20190405_her2_shyap_p6_plate1_gfp.tif,E:\mk_lab_data\Rutvi_Data\MCF10a_HER2_shControl_shYAP_Rutvi\GFP images for MCF10a HER2 shC HER2 shY various passages,20190405_her2_shyap_p6_plate1_gfp.tif,3691.48,05 Apr 2019,21 Sep 2020,21 Sep 2020
20190405_her2_shyap_p6_plate1_trans.tif,E:\mk_lab_data\Rutvi_Data\MCF10a_HER2_shControl_shYAP_Rutvi\GFP images for MCF10a HER2 shC HER2 shY various passages,20190405_her2_shyap_p6_plate1_trans.tif,3691.482,05 Apr 2019,21 Sep 2020,21 Sep 2020
20190405_her2_shyap_p6_plate2_gfp.tif,E:\mk_lab_data\Rutvi_Data\MCF10a_HER2_shControl_shYAP_Rutvi\GFP images for MCF10a HER2 shC HER2 shY various passages,20190405_her2_shyap_p6_plate2_gfp.tif,3691.478,05 Apr 2019,21 Sep 2020,21 Sep 2020
20190405_her2_shyap_p6_plate2_trans.tif,E:\mk_lab_data\Rutvi_Data\MCF10a_HER2_shControl_shYAP_Rutvi\GFP images for MCF10a HER2 shC HER2 shY various passages,20190405_her2_shyap_p6_plate2_trans.tif,3691.48,05 Apr 2019,21 Sep 2020,21 Sep 2020
20190406_MCF10a_HER2_shYAP_P3_GFP.tif,E:\mk_lab_data\Rutvi_Data\MCF10a_HER2_shControl_shYAP_Rutvi\GFP images for MCF10a HER2 shC HER2 shY various passages,20190406_MCF10a_HER2_shYAP_P3_GFP.tif,3691.48,06 Apr 2019,21 Sep 2020,21 Sep 2020
20190406_MCF10a_HER2_shYAP_P3_trans.tif,E:\mk_lab_data\Rutvi_Data\MCF10a_HER2_shControl_shYAP_Rutvi\GFP images for MCF10a HER2 shC HER2 shY various passages,20190406_MCF10a_HER2_shYAP_P3_trans.tif,3691.484,06 Apr 2019,21 Sep 2020,21 Sep 2020
20190408_MCF10a_GFP_HER2_shControl_P7_gfp.tif,E:\mk_lab_data\Rutvi_Data\MCF10a_HER2_shControl_shYAP_Rutvi\GFP images for MCF10a HER2 shC HER2 shY various passages,20190408_MCF10a_GFP_HER2_shControl_P7_gfp.tif,3691.48,08 Apr 2019,21 Sep 2020,21 Sep 2020
20190408_MCF10a_GFP_HER2_shControl_P7_TRANS.tif,E:\mk_lab_data\Rutvi_Data\MCF10a_HER2_shControl_shYAP_Rutvi\GFP images for MCF10a HER2 shC HER2 shY various passages,20190408_MCF10a_GFP_HER2_shControl_P7_TRANS.tif,3691.484,08 Apr 2019,21 Sep 2020,21 Sep 2020
20190408_MCF10a_GFP_HER2_shYAP_P7_GFP.tif,E:\mk_lab_data\Rutvi_Data\MCF10a_HER2_shControl_shYAP_Rutvi\GFP images for MCF10a HER2 shC HER2 shY various passages,20190408_MCF10a_GFP_HER2_shYAP_P7_GFP.tif,3691.48,08 Apr 2019,21 Sep 2020,21 Sep 2020
20190408_MCF10a_GFP_HER2_shYAP_P7_TRANS.tif,E:\mk_lab_data\Rutvi_Data\MCF10a_HER2_shControl_shYAP_Rutvi\GFP images for MCF10a HER2 shC HER2 shY various passages,20190408_MCF10a_GFP_HER2_shYAP_P7_TRANS.tif,3691.484,08 Apr 2019,21 Sep 2020,21 Sep 2020
20190422_MCF10A_HER2_shControl_P11_1_gfp.tif,E:\mk_lab_data\Rutvi_Data\MCF10a_HER2_shControl_shYAP_Rutvi\GFP images for MCF10a HER2 shC HER2 shY various passages,20190422_MCF10A_HER2_shControl_P11_1_gfp.tif,3691.482,22 Apr 2019,21 Sep 2020,21 Sep 2020
20190422_MCF10A_HER2_shControl_P11_1_trans.tif,E:\mk_lab_data\Rutvi_Data\MCF10a_HER2_shControl_shYAP_Rutvi\GFP images for MCF10a HER2 shC HER2 shY various passages,20190422_MCF10A_HER2_shControl_P11_1_trans.tif,3691.486,22 Apr 2019,21 Sep 2020,21 Sep 2020
20190422_MCF10A_HER2_shYAP_P11_1_gfp.tif,E:\mk_lab_data\Rutvi_Data\MCF10a_HER2_shControl_shYAP_Rutvi\GFP images for MCF10a HER2 shC HER2 shY various passages,20190422_MCF10A_HER2_shYAP_P11_1_gfp.tif,3691.482,22 Apr 2019,21 Sep 2020,21 Sep 2020
20190422_MCF10A_HER2_shYAP_P11_1_trans.tif,E:\mk_lab_data\Rutvi_Data\MCF10a_HER2_shControl_shYAP_Rutvi\GFP images for MCF10a HER2 shC HER2 shY various passages,20190422_MCF10A_HER2_shYAP_P11_1_trans.tif,3691.486,22 Apr 2019,21 Sep 2020,21 Sep 2020
20190430_MCF10a_HER2_shControl_P13_GFP.tif,E:\mk_lab_data\Rutvi_Data\MCF10a_HER2_shControl_shYAP_Rutvi\GFP images for MCF10a HER2 shC HER2 shY various passages,20190430_MCF10a_HER2_shControl_P13_GFP.tif,3691.48,30 Apr 2019,21 Sep 2020,21 Sep 2020
20190430_MCF10a_HER2_shControl_P13_trans.tif,E:\mk_lab_data\Rutvi_Data\MCF10a_HER2_shControl_shYAP_Rutvi\GFP images for MCF10a HER2 shC HER2 shY various passages,20190430_MCF10a_HER2_shControl_P13_trans.tif,3691.486,30 Apr 2019,21 Sep 2020,21 Sep 2020
20190430_MCF10a_HER2_shYAP_P13_GFP.tif,E:\mk_lab_data\Rutvi_Data\MCF10a_HER2_shControl_shYAP_Rutvi\GFP images for MCF10a HER2 shC HER2 shY various passages,20190430_MCF10a_HER2_shYAP_P13_GFP.tif,3691.48,30 Apr 2019,21 Sep 2020,21 Sep 2020
20190430_MCF10a_HER2_shYAP_P13_trans.tif,E:\mk_lab_data\Rutvi_Data\MCF10a_HER2_shControl_shYAP_Rutvi\GFP images for MCF10a HER2 shC HER2 shY various passages,20190430_MCF10a_HER2_shYAP_P13_trans.tif,3691.486,30 Apr 2019,21 Sep 2020,21 Sep 2020
20190502_MCF10a_HER2_shControl_P14_GFP.tif,E:\mk_lab_data\Rutvi_Data\MCF10a_HER2_shControl_shYAP_Rutvi\GFP images for MCF10a HER2 shC HER2 shY various passages,20190502_MCF10a_HER2_shControl_P14_GFP.tif,3691.482,02 May 2019,21 Sep 2020,21 Sep 2020
20190502_MCF10a_HER2_shControl_P14_trans.tif,E:\mk_lab_data\Rutvi_Data\MCF10a_HER2_shControl_shYAP_Rutvi\GFP images for MCF10a HER2 shC HER2 shY various passages,20190502_MCF10a_HER2_shControl_P14_trans.tif,3691.486,02 May 2019,21 Sep 2020,21 Sep 2020
20190502_MCF10a_HER2_shYAP_P14_GFP.tif,E:\mk_lab_data\Rutvi_Data\MCF10a_HER2_shControl_shYAP_Rutvi\GFP images for MCF10a HER2 shC HER2 shY various passages,20190502_MCF10a_HER2_shYAP_P14_GFP.tif,3691.48,02 May 2019,21 Sep 2020,21 Sep 2020
20190502_MCF10a_HER2_shYAP_P14_trans.tif,E:\mk_lab_data\Rutvi_Data\MCF10a_HER2_shControl_shYAP_Rutvi\GFP images for MCF10a HER2 shC HER2 shY various passages,20190502_MCF10a_HER2_shYAP_P14_trans.tif,3691.484,02 May 2019,21 Sep 2020,21 Sep 2020
20190315_shYAP.tif,E:\mk_lab_data\Rutvi_Data\MCF10a_HER2_shControl_shYAP_Rutvi\GFP images for MCF10a HER2 shC HER2 shY various passages\20190315_shYAP with GFP_found during scratch assay,20190315_shYAP.tif,3691.498,15 Mar 2019,21 Sep 2020,21 Sep 2020
20190315_shYAP_GFP_Plate1.tif,E:\mk_lab_data\Rutvi_Data\MCF10a_HER2_shControl_shYAP_Rutvi\GFP images for MCF10a HER2 shC HER2 shY various passages\20190315_shYAP with GFP_found during scratch assay,20190315_shYAP_GFP_Plate1.tif,3691.492,15 Mar 2019,21 Sep 2020,21 Sep 2020
20190315_shYAP_GFP_Plate2_AM.tif,E:\mk_lab_data\Rutvi_Data\MCF10a_HER2_shControl_shYAP_Rutvi\GFP images for MCF10a HER2 shC HER2 shY various passages\20190315_shYAP with GFP_found during scratch assay,20190315_shYAP_GFP_Plate2_AM.tif,3691.5,15 Mar 2019,21 Sep 2020,21 Sep 2020
20190315_shYAP_GFP_Plate2_GM.tif,E:\mk_lab_data\Rutvi_Data\MCF10a_HER2_shControl_shYAP_Rutvi\GFP images for MCF10a HER2 shC HER2 shY various passages\20190315_shYAP with GFP_found during scratch assay,20190315_shYAP_GFP_Plate2_GM.tif,3691.498,15 Mar 2019,21 Sep 2020,21 Sep 2020
20190315_shYAP_Plate2_AM.tif,E:\mk_lab_data\Rutvi_Data\MCF10a_HER2_shControl_shYAP_Rutvi\GFP images for MCF10a HER2 shC HER2 shY various passages\20190315_shYAP with GFP_found during scratch assay,20190315_shYAP_Plate2_AM.tif,3691.504,15 Mar 2019,21 Sep 2020,21 Sep 2020
20190315_shYAP_Plate2_GM.tif,E:\mk_lab_data\Rutvi_Data\MCF10a_HER2_shControl_shYAP_Rutvi\GFP images for MCF10a HER2 shC HER2 shY various passages\20190315_shYAP with GFP_found during scratch assay,20190315_shYAP_Plate2_GM.tif,3691.502,15 Mar 2019,21 Sep 2020,21 Sep 2020
20190318_MCF10a_#6_P11.tif,E:\mk_lab_data\Rutvi_Data\MCF10a_HER2_shControl_shYAP_Rutvi\GFP images for MCF10a HER2 shC HER2 shY various passages\20190318_GFP check_Ayesha,20190318_MCF10a_#6_P11.tif,3691.486,18 Mar 2019,21 Sep 2020,21 Sep 2020
20190318_MCF10a_#6_P11_GFP.tif,E:\mk_lab_data\Rutvi_Data\MCF10a_HER2_shControl_shYAP_Rutvi\GFP images for MCF10a HER2 shC HER2 shY various passages\20190318_GFP check_Ayesha,20190318_MCF10a_#6_P11_GFP.tif,3691.482,18 Mar 2019,21 Sep 2020,21 Sep 2020
20190318_MCF10a_#7_P11.tif,E:\mk_lab_data\Rutvi_Data\MCF10a_HER2_shControl_shYAP_Rutvi\GFP images for MCF10a HER2 shC HER2 shY various passages\20190318_GFP check_Ayesha,20190318_MCF10a_#7_P11.tif,3691.486,18 Mar 2019,21 Sep 2020,21 Sep 2020
20190318_MCF10a_#7_P11_GFP.tif,E:\mk_lab_data\Rutvi_Data\MCF10a_HER2_shControl_shYAP_Rutvi\GFP images for MCF10a HER2 shC HER2 shY various passages\20190318_GFP check_Ayesha,20190318_MCF10a_#7_P11_GFP.tif,3691.482,18 Mar 2019,21 Sep 2020,21 Sep 2020
20190318_MCF10a_#8_P11.tif,E:\mk_lab_data\Rutvi_Data\MCF10a_HER2_shControl_shYAP_Rutvi\GFP images for MCF10a HER2 shC HER2 shY various passages\20190318_GFP check_Ayesha,20190318_MCF10a_#8_P11.tif,3691.486,18 Mar 2019,21 Sep 2020,21 Sep 2020
20190318_MCF10a_#8_P11_GFP.tif,E:\mk_lab_data\Rutvi_Data\MCF10a_HER2_shControl_shYAP_Rutvi\GFP images for MCF10a HER2 shC HER2 shY various passages\20190318_GFP check_Ayesha,20190318_MCF10a_#8_P11_GFP.tif,3691.482,18 Mar 2019,21 Sep 2020,21 Sep 2020
20190318_MCF10a_HER2_shControl_P5.tif,E:\mk_lab_data\Rutvi_Data\MCF10a_HER2_shControl_shYAP_Rutvi\GFP images for MCF10a HER2 shC HER2 shY various passages\20190318_GFP check_Ayesha,20190318_MCF10a_HER2_shControl_P5.tif,3691.486,18 Mar 2019,21 Sep 2020,21 Sep 2020
20190318_MCF10a_HER2_shControl_P5_GFP.tif,E:\mk_lab_data\Rutvi_Data\MCF10a_HER2_shControl_shYAP_Rutvi\GFP images for MCF10a HER2 shC HER2 shY various passages\20190318_GFP check_Ayesha,20190318_MCF10a_HER2_shControl_P5_GFP.tif,3691.482,18 Mar 2019,21 Sep 2020,21 Sep 2020
20190318_MCF10a_HER2_shYAP_P5.tif,E:\mk_lab_data\Rutvi_Data\MCF10a_HER2_shControl_shYAP_Rutvi\GFP images for MCF10a HER2 shC HER2 shY various passages\20190318_GFP check_Ayesha,20190318_MCF10a_HER2_shYAP_P5.tif,3691.486,18 Mar 2019,21 Sep 2020,21 Sep 2020
20190318_MCF10a_HER2_shYAP_P5_GFP.tif,E:\mk_lab_data\Rutvi_Data\MCF10a_HER2_shControl_shYAP_Rutvi\GFP images for MCF10a HER2 shC HER2 shY various passages\20190318_GFP check_Ayesha,20190318_MCF10a_HER2_shYAP_P5_GFP.tif,3691.482,18 Mar 2019,21 Sep 2020,21 Sep 2020
20190318_MCF10a_shControl_P5.tif,E:\mk_lab_data\Rutvi_Data\MCF10a_HER2_shControl_shYAP_Rutvi\GFP images for MCF10a HER2 shC HER2 shY various passages\20190318_GFP check_Ayesha,20190318_MCF10a_shControl_P5.tif,3691.486,18 Mar 2019,21 Sep 2020,21 Sep 2020
20190318_MCF10a_shControl_P5_GFP.tif,E:\mk_lab_data\Rutvi_Data\MCF10a_HER2_shControl_shYAP_Rutvi\GFP images for MCF10a HER2 shC HER2 shY various passages\20190318_GFP check_Ayesha,20190318_MCF10a_shControl_P5_GFP.tif,3691.48,18 Mar 2019,21 Sep 2020,21 Sep 2020
20190318_MCF10a_shYAP_P5.tif,E:\mk_lab_data\Rutvi_Data\MCF10a_HER2_shControl_shYAP_Rutvi\GFP images for MCF10a HER2 shC HER2 shY various passages\20190318_GFP check_Ayesha,20190318_MCF10a_shYAP_P5.tif,3691.486,18 Mar 2019,21 Sep 2020,21 Sep 2020
20190318_MCF10a_shYAP_P5_GFP.tif,E:\mk_lab_data\Rutvi_Data\MCF10a_HER2_shControl_shYAP_Rutvi\GFP images for MCF10a HER2 shC HER2 shY various passages\20190318_GFP check_Ayesha,20190318_MCF10a_shYAP_P5_GFP.tif,3691.482,18 Mar 2019,21 Sep 2020,21 Sep 2020
Cell culture passage protein and exp performed.xlsx,E:\mk_lab_data\Rutvi_Data\MCF10a_HER2_shControl_shYAP_Rutvi\MCF10a HER2 shC or shY cell lines maintenance info,Cell culture passage protein and exp performed.xlsx,10.119,07 Jun 2019,21 Sep 2020,21 Sep 2020
Frozen cell culture stocks maintained by Rutvi as of 20190604.pdf,E:\mk_lab_data\Rutvi_Data\MCF10a_HER2_shControl_shYAP_Rutvi\MCF10a HER2 shC or shY cell lines maintenance info,Frozen cell culture stocks maintained by Rutvi as of 20190604.pdf,1008.858,04 Jun 2019,21 Sep 2020,21 Sep 2020
20181205_HER2 overexpression_TEST1.docx,E:\mk_lab_data\Rutvi_Data\MCF10a_HER2_shControl_shYAP_Rutvi\Western Blots,20181205_HER2 overexpression_TEST1.docx,86.01,31 Dec 2018,21 Sep 2020,21 Sep 2020
20190220_double_stable_test_1,E:\mk_lab_data\Rutvi_Data\MCF10a_HER2_shControl_shYAP_Rutvi\Western Blots,20190220_double_stable_test_1,4.096,21 Sep 2020,26 Sep 2020,21 Sep 2020
20190305_Western blot,E:\mk_lab_data\Rutvi_Data\MCF10a_HER2_shControl_shYAP_Rutvi\Western Blots,20190305_Western blot,4.096,21 Sep 2020,26 Sep 2020,21 Sep 2020
20190408 Western Blot .pptx,E:\mk_lab_data\Rutvi_Data\MCF10a_HER2_shControl_shYAP_Rutvi\Western Blots,20190408 Western Blot .pptx,39421.36,04 Jun 2019,21 Sep 2020,21 Sep 2020
20190408_Protein estimation and protein prep for Western with Standard curve_MK.xlsx,E:\mk_lab_data\Rutvi_Data\MCF10a_HER2_shControl_shYAP_Rutvi\Western Blots,20190408_Protein estimation and protein prep for Western with Standard curve_MK.xlsx,52.289,03 May 2019,21 Sep 2020,21 Sep 2020
20190409_RUTVI_BLOT1,E:\mk_lab_data\Rutvi_Data\MCF10a_HER2_shControl_shYAP_Rutvi\Western Blots,20190409_RUTVI_BLOT1,4.096,21 Sep 2020,26 Sep 2020,21 Sep 2020
20190409_RUTVI_BLOT2,E:\mk_lab_data\Rutvi_Data\MCF10a_HER2_shControl_shYAP_Rutvi\Western Blots,20190409_RUTVI_BLOT2,4.096,21 Sep 2020,26 Sep 2020,21 Sep 2020
20190409_RUTVI_BLOT3,E:\mk_lab_data\Rutvi_Data\MCF10a_HER2_shControl_shYAP_Rutvi\Western Blots,20190409_RUTVI_BLOT3,8.192,21 Sep 2020,26 Sep 2020,21 Sep 2020
20190419 Wesetrn Blot HER2 shC or shYAP.pptx,E:\mk_lab_data\Rutvi_Data\MCF10a_HER2_shControl_shYAP_Rutvi\Western Blots,20190419 Wesetrn Blot HER2 shC or shYAP.pptx,81954.221,04 Jun 2019,21 Sep 2020,21 Sep 2020
20190420_rutvi_blot1,E:\mk_lab_data\Rutvi_Data\MCF10a_HER2_shControl_shYAP_Rutvi\Western Blots,20190420_rutvi_blot1,4.096,21 Sep 2020,26 Sep 2020,21 Sep 2020
20190420_rutvi_blot2,E:\mk_lab_data\Rutvi_Data\MCF10a_HER2_shControl_shYAP_Rutvi\Western Blots,20190420_rutvi_blot2,0.0,21 Sep 2020,26 Sep 2020,21 Sep 2020
20190420_rutvi_blot3,E:\mk_lab_data\Rutvi_Data\MCF10a_HER2_shControl_shYAP_Rutvi\Western Blots,20190420_rutvi_blot3,4.096,21 Sep 2020,26 Sep 2020,21 Sep 2020
20190506 Western Blot HER2 shC or shYAP.pptx,E:\mk_lab_data\Rutvi_Data\MCF10a_HER2_shControl_shYAP_Rutvi\Western Blots,20190506 Western Blot HER2 shC or shYAP.pptx,45154.495,04 Jun 2019,21 Sep 2020,21 Sep 2020
20190507_Rutvi_Blot1,E:\mk_lab_data\Rutvi_Data\MCF10a_HER2_shControl_shYAP_Rutvi\Western Blots,20190507_Rutvi_Blot1,0.0,21 Sep 2020,26 Sep 2020,21 Sep 2020
20190507_Rutvi_Blot2,E:\mk_lab_data\Rutvi_Data\MCF10a_HER2_shControl_shYAP_Rutvi\Western Blots,20190507_Rutvi_Blot2,4.096,21 Sep 2020,26 Sep 2020,21 Sep 2020
20190515 Western Blot HER2 shC or shYAP .pptx,E:\mk_lab_data\Rutvi_Data\MCF10a_HER2_shControl_shYAP_Rutvi\Western Blots,20190515 Western Blot HER2 shC or shYAP .pptx,41382.183,29 May 2019,21 Sep 2020,21 Sep 2020
20190516_Rutvi_Blot1,E:\mk_lab_data\Rutvi_Data\MCF10a_HER2_shControl_shYAP_Rutvi\Western Blots,20190516_Rutvi_Blot1,4.096,21 Sep 2020,26 Sep 2020,21 Sep 2020
Ayesha_WB_images,E:\mk_lab_data\Rutvi_Data\MCF10a_HER2_shControl_shYAP_Rutvi\Western Blots,Ayesha_WB_images,4.096,21 Sep 2020,26 Sep 2020,21 Sep 2020
Double stable _ WB _ 1.pptx,E:\mk_lab_data\Rutvi_Data\MCF10a_HER2_shControl_shYAP_Rutvi\Western Blots,Double stable _ WB _ 1.pptx,135618.557,16 Apr 2019,21 Sep 2020,21 Sep 2020
HER2_Test1.pptx,E:\mk_lab_data\Rutvi_Data\MCF10a_HER2_shControl_shYAP_Rutvi\Western Blots,HER2_Test1.pptx,109.079,19 Dec 2018,21 Sep 2020,21 Sep 2020
Western Blot 04032019.pptx,E:\mk_lab_data\Rutvi_Data\MCF10a_HER2_shControl_shYAP_Rutvi\Western Blots,Western Blot 04032019.pptx,53578.302,04 Jun 2019,21 Sep 2020,21 Sep 2020
Western Blot Compiled with passage no and exp performed.pptx,E:\mk_lab_data\Rutvi_Data\MCF10a_HER2_shControl_shYAP_Rutvi\Western Blots\20190420_rutvi_blot2,Western Blot Compiled with passage no and exp performed.pptx,94216.211,06 Jun 2019,21 Sep 2020,21 Sep 2020
20190221_Blot 1_OE_YAP,E:\mk_lab_data\Rutvi_Data\MCF10a_HER2_shControl_shYAP_Rutvi\Western Blots\20190220_double_stable_test_1,20190221_Blot 1_OE_YAP,20.48,21 Sep 2020,26 Sep 2020,21 Sep 2020
